X Y Z
-1.4798e+11 -1.91792e+10 -8.28621e+09
-1.4797e+11 -1.92778e+10 -8.32905e+09
-1.4796e+11 -1.93765e+10 -8.37191e+09
-1.4795e+11 -1.94751e+10 -8.41477e+09
-1.4794e+11 -1.95738e+10 -8.45765e+09
-1.47929e+11 -1.96725e+10 -8.50053e+09
-1.47919e+11 -1.97712e+10 -8.54343e+09
-1.47909e+11 -1.987e+10 -8.58634e+09
-1.47898e+11 -1.99687e+10 -8.62925e+09
-1.47887e+11 -2.00675e+10 -8.67218e+09
-1.47877e+11 -2.01663e+10 -8.71511e+09
-1.47866e+11 -2.0265e+10 -8.75805e+09
-1.47855e+11 -2.03638e+10 -8.801e+09
-1.47844e+11 -2.04627e+10 -8.84396e+09
-1.47833e+11 -2.05615e+10 -8.88693e+09
-1.47821e+11 -2.06603e+10 -8.92991e+09
-1.4781e+11 -2.07592e+10 -8.97289e+09
-1.47799e+11 -2.08581e+10 -9.01588e+09
-1.47787e+11 -2.0957e+10 -9.05888e+09
-1.47775e+11 -2.10558e+10 -9.10189e+09
-1.47764e+11 -2.11548e+10 -9.1449e+09
-1.47752e+11 -2.12537e+10 -9.18792e+09
-1.4774e+11 -2.13526e+10 -9.23095e+09
-1.47728e+11 -2.14515e+10 -9.27398e+09
-1.47716e+11 -2.15505e+10 -9.31702e+09
-1.47703e+11 -2.16494e+10 -9.36007e+09
-1.47691e+11 -2.17484e+10 -9.40312e+09
-1.47679e+11 -2.18474e+10 -9.44618e+09
-1.47666e+11 -2.19464e+10 -9.48924e+09
-1.47653e+11 -2.20453e+10 -9.53231e+09
-1.47641e+11 -2.21443e+10 -9.57538e+09
-1.47628e+11 -2.22433e+10 -9.61846e+09
-1.47615e+11 -2.23424e+10 -9.66155e+09
-1.47602e+11 -2.24414e+10 -9.70464e+09
-1.47589e+11 -2.25404e+10 -9.74773e+09
-1.47575e+11 -2.26394e+10 -9.79083e+09
-1.47562e+11 -2.27385e+10 -9.83393e+09
-1.47549e+11 -2.28375e+10 -9.87704e+09
-1.47535e+11 -2.29366e+10 -9.92015e+09
-1.47521e+11 -2.30356e+10 -9.96326e+09
-1.47508e+11 -2.31347e+10 -1.00064e+10
-1.47494e+11 -2.32337e+10 -1.00495e+10
-1.4748e+11 -2.33328e+10 -1.00926e+10
-1.47466e+11 -2.34319e+10 -1.01358e+10
-1.47451e+11 -2.35309e+10 -1.01789e+10
-1.47437e+11 -2.363e+10 -1.0222e+10
-1.47423e+11 -2.37291e+10 -1.02651e+10
-1.47408e+11 -2.38282e+10 -1.03083e+10
-1.47394e+11 -2.39272e+10 -1.03514e+10
-1.47379e+11 -2.40263e+10 -1.03946e+10
-1.47364e+11 -2.41254e+10 -1.04377e+10
-1.4735e+11 -2.42245e+10 -1.04809e+10
-1.47335e+11 -2.43236e+10 -1.0524e+10
-1.4732e+11 -2.44227e+10 -1.05672e+10
-1.47304e+11 -2.45218e+10 -1.06103e+10
-1.47289e+11 -2.46208e+10 -1.06535e+10
-1.47274e+11 -2.47199e+10 -1.06966e+10
-1.47258e+11 -2.4819e+10 -1.07398e+10
-1.47243e+11 -2.49181e+10 -1.07829e+10
-1.47227e+11 -2.50172e+10 -1.08261e+10
-1.47211e+11 -2.51163e+10 -1.08692e+10
-1.47195e+11 -2.52154e+10 -1.09124e+10
-1.47179e+11 -2.53144e+10 -1.09556e+10
-1.47163e+11 -2.54135e+10 -1.09987e+10
-1.47147e+11 -2.55126e+10 -1.10419e+10
-1.47131e+11 -2.56117e+10 -1.1085e+10
-1.47114e+11 -2.57107e+10 -1.11282e+10
-1.47098e+11 -2.58098e+10 -1.11714e+10
-1.47081e+11 -2.59089e+10 -1.12145e+10
-1.47065e+11 -2.60079e+10 -1.12577e+10
-1.47048e+11 -2.6107e+10 -1.13008e+10
-1.47031e+11 -2.6206e+10 -1.1344e+10
-1.47014e+11 -2.63051e+10 -1.13871e+10
-1.46997e+11 -2.64041e+10 -1.14303e+10
-1.4698e+11 -2.65032e+10 -1.14734e+10
-1.46963e+11 -2.66022e+10 -1.15166e+10
-1.46945e+11 -2.67013e+10 -1.15597e+10
-1.46928e+11 -2.68003e+10 -1.16029e+10
-1.4691e+11 -2.68993e+10 -1.1646e+10
-1.46892e+11 -2.69983e+10 -1.16892e+10
-1.46875e+11 -2.70973e+10 -1.17323e+10
-1.46857e+11 -2.71963e+10 -1.17755e+10
-1.46839e+11 -2.72953e+10 -1.18186e+10
-1.46821e+11 -2.73943e+10 -1.18618e+10
-1.46803e+11 -2.74933e+10 -1.19049e+10
-1.46784e+11 -2.75923e+10 -1.1948e+10
-1.46766e+11 -2.76912e+10 -1.19912e+10
-1.46747e+11 -2.77902e+10 -1.20343e+10
-1.46729e+11 -2.78892e+10 -1.20774e+10
-1.4671e+11 -2.79881e+10 -1.21205e+10
-1.46691e+11 -2.8087e+10 -1.21637e+10
-1.46673e+11 -2.8186e+10 -1.22068e+10
-1.46654e+11 -2.82849e+10 -1.22499e+10
-1.46635e+11 -2.83838e+10 -1.2293e+10
-1.46615e+11 -2.84827e+10 -1.23361e+10
-1.46596e+11 -2.85816e+10 -1.23792e+10
-1.46577e+11 -2.86805e+10 -1.24223e+10
-1.46557e+11 -2.87794e+10 -1.24654e+10
-1.46538e+11 -2.88782e+10 -1.25085e+10
-1.46518e+11 -2.89771e+10 -1.25516e+10
-1.46498e+11 -2.90759e+10 -1.25947e+10
-1.46478e+11 -2.91748e+10 -1.26378e+10
-1.46458e+11 -2.92736e+10 -1.26808e+10
-1.46438e+11 -2.93724e+10 -1.27239e+10
-1.46418e+11 -2.94712e+10 -1.2767e+10
-1.46398e+11 -2.957e+10 -1.281e+10
-1.46378e+11 -2.96688e+10 -1.28531e+10
-1.46357e+11 -2.97676e+10 -1.28962e+10
-1.46337e+11 -2.98663e+10 -1.29392e+10
-1.46316e+11 -2.99651e+10 -1.29823e+10
-1.46295e+11 -3.00638e+10 -1.30253e+10
-1.46274e+11 -3.01625e+10 -1.30683e+10
-1.46253e+11 -3.02612e+10 -1.31114e+10
-1.46232e+11 -3.03599e+10 -1.31544e+10
-1.46211e+11 -3.04586e+10 -1.31974e+10
-1.4619e+11 -3.05573e+10 -1.32404e+10
-1.46169e+11 -3.06559e+10 -1.32834e+10
-1.46147e+11 -3.07546e+10 -1.33264e+10
-1.46126e+11 -3.08532e+10 -1.33694e+10
-1.46104e+11 -3.09518e+10 -1.34124e+10
-1.46082e+11 -3.10504e+10 -1.34554e+10
-1.4606e+11 -3.1149e+10 -1.34984e+10
-1.46038e+11 -3.12476e+10 -1.35414e+10
-1.46016e+11 -3.13462e+10 -1.35844e+10
-1.45994e+11 -3.14447e+10 -1.36273e+10
-1.45972e+11 -3.15432e+10 -1.36703e+10
-1.4595e+11 -3.16418e+10 -1.37132e+10
-1.45927e+11 -3.17403e+10 -1.37562e+10
-1.45905e+11 -3.18388e+10 -1.37991e+10
-1.45882e+11 -3.19372e+10 -1.3842e+10
-1.45859e+11 -3.20357e+10 -1.3885e+10
-1.45837e+11 -3.21341e+10 -1.39279e+10
-1.45814e+11 -3.22326e+10 -1.39708e+10
-1.45791e+11 -3.2331e+10 -1.40137e+10
-1.45768e+11 -3.24294e+10 -1.40566e+10
-1.45744e+11 -3.25277e+10 -1.40995e+10
-1.45721e+11 -3.26261e+10 -1.41424e+10
-1.45698e+11 -3.27244e+10 -1.41852e+10
-1.45674e+11 -3.28228e+10 -1.42281e+10
-1.45651e+11 -3.29211e+10 -1.4271e+10
-1.45627e+11 -3.30194e+10 -1.43138e+10
-1.45603e+11 -3.31177e+10 -1.43567e+10
-1.45579e+11 -3.32159e+10 -1.43995e+10
-1.45555e+11 -3.33142e+10 -1.44424e+10
-1.45531e+11 -3.34124e+10 -1.44852e+10
-1.45507e+11 -3.35106e+10 -1.4528e+10
-1.45483e+11 -3.36088e+10 -1.45708e+10
-1.45458e+11 -3.37069e+10 -1.46136e+10
-1.45434e+11 -3.38051e+10 -1.46564e+10
-1.45409e+11 -3.39032e+10 -1.46992e+10
-1.45385e+11 -3.40013e+10 -1.4742e+10
-1.4536e+11 -3.40994e+10 -1.47847e+10
-1.45335e+11 -3.41975e+10 -1.48275e+10
-1.4531e+11 -3.42956e+10 -1.48702e+10
-1.45285e+11 -3.43936e+10 -1.4913e+10
-1.4526e+11 -3.44916e+10 -1.49557e+10
-1.45235e+11 -3.45896e+10 -1.49984e+10
-1.45209e+11 -3.46876e+10 -1.50411e+10
-1.45184e+11 -3.47856e+10 -1.50838e+10
-1.45158e+11 -3.48835e+10 -1.51265e+10
-1.45133e+11 -3.49814e+10 -1.51692e+10
-1.45107e+11 -3.50793e+10 -1.52119e+10
-1.45081e+11 -3.51772e+10 -1.52546e+10
-1.45055e+11 -3.52751e+10 -1.52972e+10
-1.45029e+11 -3.53729e+10 -1.53399e+10
-1.45003e+11 -3.54707e+10 -1.53825e+10
-1.44977e+11 -3.55685e+10 -1.54252e+10
-1.44951e+11 -3.56663e+10 -1.54678e+10
-1.44924e+11 -3.5764e+10 -1.55104e+10
-1.44898e+11 -3.58618e+10 -1.5553e+10
-1.44871e+11 -3.59595e+10 -1.55956e+10
-1.44845e+11 -3.60572e+10 -1.56382e+10
-1.44818e+11 -3.61548e+10 -1.56808e+10
-1.44791e+11 -3.62525e+10 -1.57233e+10
-1.44764e+11 -3.63501e+10 -1.57659e+10
-1.44737e+11 -3.64477e+10 -1.58084e+10
-1.4471e+11 -3.65453e+10 -1.5851e+10
-1.44683e+11 -3.66428e+10 -1.58935e+10
-1.44655e+11 -3.67403e+10 -1.5936e+10
-1.44628e+11 -3.68378e+10 -1.59785e+10
-1.446e+11 -3.69353e+10 -1.6021e+10
-1.44573e+11 -3.70328e+10 -1.60635e+10
-1.44545e+11 -3.71302e+10 -1.61059e+10
-1.44517e+11 -3.72276e+10 -1.61484e+10
-1.44489e+11 -3.7325e+10 -1.61908e+10
-1.44461e+11 -3.74224e+10 -1.62333e+10
-1.44433e+11 -3.75197e+10 -1.62757e+10
-1.44405e+11 -3.7617e+10 -1.63181e+10
-1.44377e+11 -3.77143e+10 -1.63605e+10
-1.44348e+11 -3.78116e+10 -1.64029e+10
-1.4432e+11 -3.79088e+10 -1.64453e+10
-1.44291e+11 -3.80061e+10 -1.64877e+10
-1.44262e+11 -3.81033e+10 -1.653e+10
-1.44234e+11 -3.82004e+10 -1.65724e+10
-1.44205e+11 -3.82976e+10 -1.66147e+10
-1.44176e+11 -3.83947e+10 -1.6657e+10
-1.44147e+11 -3.84918e+10 -1.66994e+10
-1.44118e+11 -3.85888e+10 -1.67417e+10
-1.44088e+11 -3.86859e+10 -1.67839e+10
-1.44059e+11 -3.87829e+10 -1.68262e+10
-1.4403e+11 -3.88799e+10 -1.68685e+10
-1.44e+11 -3.89768e+10 -1.69107e+10
-1.43971e+11 -3.90738e+10 -1.6953e+10
-1.43941e+11 -3.91707e+10 -1.69952e+10
-1.43911e+11 -3.92676e+10 -1.70374e+10
-1.43881e+11 -3.93644e+10 -1.70796e+10
-1.43851e+11 -3.94612e+10 -1.71218e+10
-1.43821e+11 -3.9558e+10 -1.7164e+10
-1.43791e+11 -3.96548e+10 -1.72062e+10
-1.43761e+11 -3.97516e+10 -1.72483e+10
-1.4373e+11 -3.98483e+10 -1.72905e+10
-1.437e+11 -3.9945e+10 -1.73326e+10
-1.43669e+11 -4.00416e+10 -1.73747e+10
-1.43639e+11 -4.01383e+10 -1.74168e+10
-1.43608e+11 -4.02349e+10 -1.74589e+10
-1.43577e+11 -4.03315e+10 -1.7501e+10
-1.43546e+11 -4.0428e+10 -1.7543e+10
-1.43515e+11 -4.05245e+10 -1.75851e+10
-1.43484e+11 -4.0621e+10 -1.76271e+10
-1.43453e+11 -4.07175e+10 -1.76692e+10
-1.43422e+11 -4.08139e+10 -1.77112e+10
-1.4339e+11 -4.09103e+10 -1.77532e+10
-1.43359e+11 -4.10067e+10 -1.77951e+10
-1.43327e+11 -4.1103e+10 -1.78371e+10
-1.43296e+11 -4.11993e+10 -1.78791e+10
-1.43264e+11 -4.12956e+10 -1.7921e+10
-1.43232e+11 -4.13919e+10 -1.79629e+10
-1.432e+11 -4.14881e+10 -1.80048e+10
-1.43168e+11 -4.15843e+10 -1.80467e+10
-1.43136e+11 -4.16805e+10 -1.80886e+10
-1.43104e+11 -4.17766e+10 -1.81305e+10
-1.43071e+11 -4.18727e+10 -1.81724e+10
-1.43039e+11 -4.19688e+10 -1.82142e+10
-1.43007e+11 -4.20648e+10 -1.8256e+10
-1.42974e+11 -4.21608e+10 -1.82978e+10
-1.42941e+11 -4.22568e+10 -1.83396e+10
-1.42908e+11 -4.23528e+10 -1.83814e+10
-1.42876e+11 -4.24487e+10 -1.84232e+10
-1.42843e+11 -4.25446e+10 -1.84649e+10
-1.4281e+11 -4.26404e+10 -1.85067e+10
-1.42776e+11 -4.27362e+10 -1.85484e+10
-1.42743e+11 -4.2832e+10 -1.85901e+10
-1.4271e+11 -4.29278e+10 -1.86318e+10
-1.42677e+11 -4.30235e+10 -1.86735e+10
-1.42643e+11 -4.31192e+10 -1.87151e+10
-1.42609e+11 -4.32148e+10 -1.87568e+10
-1.42576e+11 -4.33105e+10 -1.87984e+10
-1.42542e+11 -4.3406e+10 -1.884e+10
-1.42508e+11 -4.35016e+10 -1.88816e+10
-1.42474e+11 -4.35971e+10 -1.89232e+10
-1.4244e+11 -4.36926e+10 -1.89648e+10
-1.42406e+11 -4.37881e+10 -1.90063e+10
-1.42372e+11 -4.38835e+10 -1.90479e+10
-1.42337e+11 -4.39789e+10 -1.90894e+10
-1.42303e+11 -4.40742e+10 -1.91309e+10
-1.42268e+11 -4.41695e+10 -1.91724e+10
-1.42234e+11 -4.42648e+10 -1.92139e+10
-1.42199e+11 -4.43601e+10 -1.92553e+10
-1.42164e+11 -4.44553e+10 -1.92968e+10
-1.4213e+11 -4.45505e+10 -1.93382e+10
-1.42095e+11 -4.46456e+10 -1.93796e+10
-1.4206e+11 -4.47407e+10 -1.9421e+10
-1.42024e+11 -4.48358e+10 -1.94623e+10
-1.41989e+11 -4.49308e+10 -1.95037e+10
-1.41954e+11 -4.50258e+10 -1.9545e+10
-1.41918e+11 -4.51208e+10 -1.95864e+10
-1.41883e+11 -4.52157e+10 -1.96277e+10
-1.41847e+11 -4.53106e+10 -1.9669e+10
-1.41812e+11 -4.54055e+10 -1.97102e+10
-1.41776e+11 -4.55003e+10 -1.97515e+10
-1.4174e+11 -4.55951e+10 -1.97927e+10
-1.41704e+11 -4.56898e+10 -1.98339e+10
-1.41668e+11 -4.57845e+10 -1.98751e+10
-1.41632e+11 -4.58792e+10 -1.99163e+10
-1.41596e+11 -4.59738e+10 -1.99575e+10
-1.41559e+11 -4.60684e+10 -1.99986e+10
-1.41523e+11 -4.6163e+10 -2.00397e+10
-1.41487e+11 -4.62575e+10 -2.00809e+10
-1.4145e+11 -4.6352e+10 -2.01219e+10
-1.41413e+11 -4.64464e+10 -2.0163e+10
-1.41377e+11 -4.65408e+10 -2.02041e+10
-1.4134e+11 -4.66352e+10 -2.02451e+10
-1.41303e+11 -4.67295e+10 -2.02861e+10
-1.41266e+11 -4.68238e+10 -2.03271e+10
-1.41229e+11 -4.6918e+10 -2.03681e+10
-1.41191e+11 -4.70122e+10 -2.04091e+10
-1.41154e+11 -4.71064e+10 -2.045e+10
-1.41117e+11 -4.72005e+10 -2.04909e+10
-1.41079e+11 -4.72946e+10 -2.05318e+10
-1.41042e+11 -4.73886e+10 -2.05727e+10
-1.41004e+11 -4.74826e+10 -2.06136e+10
-1.40966e+11 -4.75766e+10 -2.06544e+10
-1.40929e+11 -4.76705e+10 -2.06953e+10
-1.40891e+11 -4.77644e+10 -2.07361e+10
-1.40853e+11 -4.78582e+10 -2.07769e+10
-1.40815e+11 -4.7952e+10 -2.08176e+10
-1.40776e+11 -4.80458e+10 -2.08584e+10
-1.40738e+11 -4.81395e+10 -2.08991e+10
-1.407e+11 -4.82332e+10 -2.09398e+10
-1.40661e+11 -4.83268e+10 -2.09805e+10
-1.40623e+11 -4.84204e+10 -2.10212e+10
-1.40584e+11 -4.85139e+10 -2.10618e+10
-1.40546e+11 -4.86074e+10 -2.11024e+10
-1.40507e+11 -4.87009e+10 -2.1143e+10
-1.40468e+11 -4.87943e+10 -2.11836e+10
-1.40429e+11 -4.88877e+10 -2.12242e+10
-1.4039e+11 -4.8981e+10 -2.12647e+10
-1.40351e+11 -4.90743e+10 -2.13053e+10
-1.40312e+11 -4.91675e+10 -2.13458e+10
-1.40272e+11 -4.92607e+10 -2.13863e+10
-1.40233e+11 -4.93539e+10 -2.14267e+10
-1.40194e+11 -4.9447e+10 -2.14671e+10
-1.40154e+11 -4.954e+10 -2.15076e+10
-1.40114e+11 -4.96331e+10 -2.1548e+10
-1.40075e+11 -4.9726e+10 -2.15883e+10
-1.40035e+11 -4.9819e+10 -2.16287e+10
-1.39995e+11 -4.99118e+10 -2.1669e+10
-1.39955e+11 -5.00047e+10 -2.17093e+10
-1.39915e+11 -5.00975e+10 -2.17496e+10
-1.39875e+11 -5.01902e+10 -2.17899e+10
-1.39835e+11 -5.02829e+10 -2.18301e+10
-1.39794e+11 -5.03755e+10 -2.18703e+10
-1.39754e+11 -5.04681e+10 -2.19105e+10
-1.39713e+11 -5.05607e+10 -2.19507e+10
-1.39673e+11 -5.06532e+10 -2.19908e+10
-1.39632e+11 -5.07457e+10 -2.2031e+10
-1.39591e+11 -5.08381e+10 -2.20711e+10
-1.3955e+11 -5.09304e+10 -2.21112e+10
-1.3951e+11 -5.10228e+10 -2.21512e+10
-1.39469e+11 -5.1115e+10 -2.21912e+10
-1.39428e+11 -5.12072e+10 -2.22313e+10
-1.39386e+11 -5.12994e+10 -2.22712e+10
-1.39345e+11 -5.13915e+10 -2.23112e+10
-1.39304e+11 -5.14836e+10 -2.23512e+10
-1.39262e+11 -5.15756e+10 -2.23911e+10
-1.39221e+11 -5.16676e+10 -2.2431e+10
-1.39179e+11 -5.17595e+10 -2.24708e+10
-1.39138e+11 -5.18514e+10 -2.25107e+10
-1.39096e+11 -5.19432e+10 -2.25505e+10
-1.39054e+11 -5.2035e+10 -2.25903e+10
-1.39012e+11 -5.21267e+10 -2.263e+10
-1.3897e+11 -5.22183e+10 -2.26698e+10
-1.38928e+11 -5.231e+10 -2.27095e+10
-1.38886e+11 -5.24015e+10 -2.27492e+10
-1.38844e+11 -5.2493e+10 -2.27889e+10
-1.38801e+11 -5.25845e+10 -2.28285e+10
-1.38759e+11 -5.26759e+10 -2.28681e+10
-1.38717e+11 -5.27672e+10 -2.29077e+10
-1.38674e+11 -5.28585e+10 -2.29473e+10
-1.38631e+11 -5.29498e+10 -2.29868e+10
-1.38589e+11 -5.3041e+10 -2.30264e+10
-1.38546e+11 -5.31321e+10 -2.30658e+10
-1.38503e+11 -5.32232e+10 -2.31053e+10
-1.3846e+11 -5.33142e+10 -2.31447e+10
-1.38417e+11 -5.34052e+10 -2.31841e+10
-1.38374e+11 -5.34961e+10 -2.32235e+10
-1.38331e+11 -5.3587e+10 -2.32629e+10
-1.38288e+11 -5.36778e+10 -2.33022e+10
-1.38244e+11 -5.37686e+10 -2.33415e+10
-1.38201e+11 -5.38593e+10 -2.33808e+10
-1.38157e+11 -5.39499e+10 -2.342e+10
-1.38114e+11 -5.40405e+10 -2.34593e+10
-1.3807e+11 -5.4131e+10 -2.34985e+10
-1.38026e+11 -5.42215e+10 -2.35376e+10
-1.37983e+11 -5.43119e+10 -2.35768e+10
-1.37939e+11 -5.44023e+10 -2.36159e+10
-1.37895e+11 -5.44926e+10 -2.36549e+10
-1.37851e+11 -5.45828e+10 -2.3694e+10
-1.37807e+11 -5.4673e+10 -2.3733e+10
-1.37762e+11 -5.47631e+10 -2.3772e+10
-1.37718e+11 -5.48532e+10 -2.3811e+10
-1.37674e+11 -5.49432e+10 -2.38499e+10
-1.37629e+11 -5.50331e+10 -2.38888e+10
-1.37585e+11 -5.5123e+10 -2.39277e+10
-1.3754e+11 -5.52129e+10 -2.39666e+10
-1.37496e+11 -5.53026e+10 -2.40054e+10
-1.37451e+11 -5.53923e+10 -2.40442e+10
-1.37406e+11 -5.5482e+10 -2.40829e+10
-1.37362e+11 -5.55716e+10 -2.41217e+10
-1.37317e+11 -5.56611e+10 -2.41604e+10
-1.37272e+11 -5.57505e+10 -2.4199e+10
-1.37227e+11 -5.58399e+10 -2.42377e+10
-1.37182e+11 -5.59293e+10 -2.42763e+10
-1.37136e+11 -5.60186e+10 -2.43149e+10
-1.37091e+11 -5.61078e+10 -2.43534e+10
-1.37046e+11 -5.61969e+10 -2.4392e+10
-1.37e+11 -5.6286e+10 -2.44304e+10
-1.36955e+11 -5.6375e+10 -2.44689e+10
-1.36909e+11 -5.6464e+10 -2.45073e+10
-1.36864e+11 -5.65529e+10 -2.45457e+10
-1.36818e+11 -5.66417e+10 -2.45841e+10
-1.36772e+11 -5.67305e+10 -2.46224e+10
-1.36727e+11 -5.68192e+10 -2.46607e+10
-1.36681e+11 -5.69078e+10 -2.4699e+10
-1.36635e+11 -5.69964e+10 -2.47372e+10
-1.36589e+11 -5.70849e+10 -2.47754e+10
-1.36543e+11 -5.71734e+10 -2.48136e+10
-1.36497e+11 -5.72617e+10 -2.48517e+10
-1.3645e+11 -5.735e+10 -2.48898e+10
-1.36404e+11 -5.74383e+10 -2.49279e+10
-1.36358e+11 -5.75265e+10 -2.4966e+10
-1.36312e+11 -5.76146e+10 -2.5004e+10
-1.36265e+11 -5.77026e+10 -2.50419e+10
-1.36219e+11 -5.77906e+10 -2.50799e+10
-1.36172e+11 -5.78785e+10 -2.51178e+10
-1.36126e+11 -5.79663e+10 -2.51557e+10
-1.36079e+11 -5.80541e+10 -2.51935e+10
-1.36032e+11 -5.81418e+10 -2.52313e+10
-1.35985e+11 -5.82294e+10 -2.52691e+10
-1.35939e+11 -5.8317e+10 -2.53068e+10
-1.35892e+11 -5.84045e+10 -2.53445e+10
-1.35845e+11 -5.84919e+10 -2.53822e+10
-1.35798e+11 -5.85793e+10 -2.54198e+10
-1.35751e+11 -5.86665e+10 -2.54574e+10
-1.35704e+11 -5.87538e+10 -2.5495e+10
-1.35656e+11 -5.88409e+10 -2.55325e+10
-1.35609e+11 -5.8928e+10 -2.557e+10
-1.35562e+11 -5.9015e+10 -2.56075e+10
-1.35515e+11 -5.91019e+10 -2.56449e+10
-1.35467e+11 -5.91888e+10 -2.56823e+10
-1.3542e+11 -5.92756e+10 -2.57197e+10
-1.35372e+11 -5.93623e+10 -2.5757e+10
-1.35325e+11 -5.94489e+10 -2.57943e+10
-1.35277e+11 -5.95355e+10 -2.58316e+10
-1.3523e+11 -5.9622e+10 -2.58688e+10
-1.35182e+11 -5.97085e+10 -2.5906e+10
-1.35135e+11 -5.97948e+10 -2.59431e+10
-1.35087e+11 -5.98811e+10 -2.59802e+10
-1.35039e+11 -5.99673e+10 -2.60173e+10
-1.34991e+11 -6.00535e+10 -2.60544e+10
-1.34943e+11 -6.01396e+10 -2.60914e+10
-1.34896e+11 -6.02256e+10 -2.61283e+10
-1.34848e+11 -6.03115e+10 -2.61653e+10
-1.348e+11 -6.03974e+10 -2.62022e+10
-1.34752e+11 -6.04831e+10 -2.6239e+10
-1.34704e+11 -6.05689e+10 -2.62759e+10
-1.34656e+11 -6.06545e+10 -2.63127e+10
-1.34608e+11 -6.07401e+10 -2.63494e+10
-1.34559e+11 -6.08256e+10 -2.63862e+10
-1.34511e+11 -6.0911e+10 -2.64229e+10
-1.34463e+11 -6.09964e+10 -2.64595e+10
-1.34415e+11 -6.10817e+10 -2.64961e+10
-1.34367e+11 -6.11669e+10 -2.65327e+10
-1.34318e+11 -6.12521e+10 -2.65693e+10
-1.3427e+11 -6.13371e+10 -2.66058e+10
-1.34222e+11 -6.14221e+10 -2.66423e+10
-1.34174e+11 -6.15071e+10 -2.66787e+10
-1.34125e+11 -6.1592e+10 -2.67151e+10
-1.34077e+11 -6.16768e+10 -2.67515e+10
-1.34028e+11 -6.17615e+10 -2.67879e+10
-1.3398e+11 -6.18462e+10 -2.68242e+10
-1.33932e+11 -6.19308e+10 -2.68605e+10
-1.33883e+11 -6.20153e+10 -2.68967e+10
-1.33835e+11 -6.20998e+10 -2.69329e+10
-1.33786e+11 -6.21842e+10 -2.69691e+10
-1.33738e+11 -6.22685e+10 -2.70053e+10
-1.33689e+11 -6.23528e+10 -2.70414e+10
-1.33641e+11 -6.2437e+10 -2.70775e+10
-1.33592e+11 -6.25211e+10 -2.71136e+10
-1.33544e+11 -6.26052e+10 -2.71496e+10
-1.33495e+11 -6.26892e+10 -2.71856e+10
-1.33447e+11 -6.27731e+10 -2.72216e+10
-1.33398e+11 -6.2857e+10 -2.72575e+10
-1.33349e+11 -6.29408e+10 -2.72934e+10
-1.33301e+11 -6.30246e+10 -2.73293e+10
-1.33252e+11 -6.31083e+10 -2.73651e+10
-1.33204e+11 -6.3192e+10 -2.7401e+10
-1.33155e+11 -6.32755e+10 -2.74368e+10
-1.33107e+11 -6.33591e+10 -2.74725e+10
-1.33058e+11 -6.34426e+10 -2.75083e+10
-1.33009e+11 -6.3526e+10 -2.7544e+10
-1.32961e+11 -6.36094e+10 -2.75797e+10
-1.32912e+11 -6.36927e+10 -2.76153e+10
-1.32864e+11 -6.37759e+10 -2.7651e+10
-1.32815e+11 -6.38592e+10 -2.76866e+10
-1.32767e+11 -6.39423e+10 -2.77222e+10
-1.32718e+11 -6.40255e+10 -2.77578e+10
-1.3267e+11 -6.41085e+10 -2.77933e+10
-1.32621e+11 -6.41916e+10 -2.78289e+10
-1.32573e+11 -6.42745e+10 -2.78644e+10
-1.32524e+11 -6.43575e+10 -2.78999e+10
-1.32476e+11 -6.44404e+10 -2.79354e+10
-1.32427e+11 -6.45232e+10 -2.79708e+10
-1.32379e+11 -6.46061e+10 -2.80062e+10
-1.3233e+11 -6.46888e+10 -2.80417e+10
-1.32282e+11 -6.47716e+10 -2.80771e+10
-1.32233e+11 -6.48543e+10 -2.81125e+10
-1.32185e+11 -6.4937e+10 -2.81478e+10
-1.32137e+11 -6.50196e+10 -2.81832e+10
-1.32088e+11 -6.51022e+10 -2.82186e+10
-1.3204e+11 -6.51848e+10 -2.82539e+10
-1.31991e+11 -6.52674e+10 -2.82892e+10
-1.31943e+11 -6.53499e+10 -2.83245e+10
-1.31895e+11 -6.54324e+10 -2.83598e+10
-1.31846e+11 -6.55149e+10 -2.83951e+10
-1.31798e+11 -6.55974e+10 -2.84304e+10
-1.3175e+11 -6.56798e+10 -2.84657e+10
-1.31701e+11 -6.57622e+10 -2.8501e+10
-1.31653e+11 -6.58446e+10 -2.85362e+10
-1.31605e+11 -6.5927e+10 -2.85715e+10
-1.31557e+11 -6.60094e+10 -2.86068e+10
-1.31508e+11 -6.60917e+10 -2.8642e+10
-1.3146e+11 -6.61741e+10 -2.86773e+10
-1.31412e+11 -6.62564e+10 -2.87125e+10
-1.31364e+11 -6.63387e+10 -2.87478e+10
-1.31316e+11 -6.64211e+10 -2.8783e+10
-1.31267e+11 -6.65034e+10 -2.88183e+10
-1.31219e+11 -6.65857e+10 -2.88535e+10
-1.31171e+11 -6.6668e+10 -2.88887e+10
-1.31123e+11 -6.67503e+10 -2.8924e+10
-1.31075e+11 -6.68326e+10 -2.89593e+10
-1.31027e+11 -6.69149e+10 -2.89945e+10
-1.30978e+11 -6.69972e+10 -2.90298e+10
-1.3093e+11 -6.70795e+10 -2.9065e+10
-1.30882e+11 -6.71618e+10 -2.91003e+10
-1.30834e+11 -6.72441e+10 -2.91356e+10
-1.30786e+11 -6.73264e+10 -2.91709e+10
-1.30738e+11 -6.74087e+10 -2.92062e+10
-1.3069e+11 -6.7491e+10 -2.92415e+10
